
  RooFitResult: minimized FCN value: -896.684, estimated distance to minimum: 2.42138e-05
                covariance matrix quality: Not calculated at all
                Status : MINIMIZE=-1 HESSE=304 MINOS=-1 

    Constant Parameter    Value     
     TTJ_bin_8_mt_DM11    0.0000e+00    2.7691e-02 +/-  0.00e+00  <none>
      TTL_bin_1_mt_DM0    0.0000e+00   -7.9356e-04 +/-  0.00e+00  <none>
      TTL_bin_1_mt_DM1    0.0000e+00   -9.7309e-04 +/-  0.00e+00  <none>
     TTL_bin_1_mt_DM10    0.0000e+00    2.2262e-04 +/-  0.00e+00  <none>
     TTL_bin_1_mt_DM11    0.0000e+00   -4.1364e-04 +/-  0.00e+00  <none>
      TTL_bin_2_mt_DM0    0.0000e+00    7.8043e-04 +/-  0.00e+00  <none>
      TTL_bin_2_mt_DM1    0.0000e+00    3.3260e-03 +/-  0.00e+00  <none>
     TTL_bin_2_mt_DM10    0.0000e+00   -5.2401e-04 +/-  0.00e+00  <none>
     TTL_bin_2_mt_DM11    0.0000e+00   -6.7201e-04 +/-  0.00e+00  <none>
      TTL_bin_3_mt_DM0    0.0000e+00    5.7125e-03 +/-  0.00e+00  <none>
      TTL_bin_3_mt_DM1    0.0000e+00   -2.2296e-03 +/-  0.00e+00  <none>
     TTL_bin_3_mt_DM10    0.0000e+00   -7.2634e-05 +/-  0.00e+00  <none>
     TTL_bin_3_mt_DM11    0.0000e+00   -1.0270e-03 +/-  0.00e+00  <none>
      TTL_bin_4_mt_DM0    0.0000e+00   -1.6273e-04 +/-  0.00e+00  <none>
      TTL_bin_4_mt_DM1    0.0000e+00    9.8419e-04 +/-  0.00e+00  <none>
     TTL_bin_4_mt_DM10    0.0000e+00    5.6275e-05 +/-  0.00e+00  <none>
     TTL_bin_4_mt_DM11    0.0000e+00   -6.5710e-04 +/-  0.00e+00  <none>
      TTL_bin_5_mt_DM0    0.0000e+00   -7.1907e-03 +/-  0.00e+00  <none>
      TTL_bin_5_mt_DM1    0.0000e+00    3.6462e-04 +/-  0.00e+00  <none>
     TTL_bin_5_mt_DM10    0.0000e+00   -6.0349e-04 +/-  0.00e+00  <none>
     TTL_bin_5_mt_DM11    0.0000e+00   -9.5346e-04 +/-  0.00e+00  <none>
      TTL_bin_6_mt_DM0    0.0000e+00    2.6463e-03 +/-  0.00e+00  <none>
      TTL_bin_6_mt_DM1    0.0000e+00   -2.1271e-03 +/-  0.00e+00  <none>
     TTL_bin_6_mt_DM10    0.0000e+00    8.2640e-04 +/-  0.00e+00  <none>
     TTL_bin_6_mt_DM11    0.0000e+00    9.3102e-04 +/-  0.00e+00  <none>
      TTL_bin_7_mt_DM0    0.0000e+00    1.3563e-03 +/-  0.00e+00  <none>
      TTL_bin_7_mt_DM1    0.0000e+00   -5.6986e-04 +/-  0.00e+00  <none>
     TTL_bin_7_mt_DM10    0.0000e+00    4.2348e-04 +/-  0.00e+00  <none>
     TTL_bin_7_mt_DM11    0.0000e+00    1.6565e-03 +/-  0.00e+00  <none>
      TTL_bin_8_mt_DM0    0.0000e+00   -5.1492e-03 +/-  0.00e+00  <none>
      TTL_bin_8_mt_DM1    0.0000e+00    2.7592e-04 +/-  0.00e+00  <none>
     TTL_bin_8_mt_DM10    0.0000e+00   -1.3083e-04 +/-  0.00e+00  <none>
     TTL_bin_8_mt_DM11    0.0000e+00    3.1905e-03 +/-  0.00e+00  <none>
      TTT_bin_1_mt_DM0    0.0000e+00   -1.7329e-03 +/-  0.00e+00  <none>
      TTT_bin_1_mt_DM1    0.0000e+00   -4.9248e-03 +/-  0.00e+00  <none>
     TTT_bin_1_mt_DM10    0.0000e+00    2.3340e-03 +/-  0.00e+00  <none>
     TTT_bin_1_mt_DM11    0.0000e+00   -9.7731e-03 +/-  0.00e+00  <none>
      TTT_bin_2_mt_DM0    0.0000e+00    1.6986e-03 +/-  0.00e+00  <none>
      TTT_bin_2_mt_DM1    0.0000e+00    1.8632e-02 +/-  0.00e+00  <none>
     TTT_bin_2_mt_DM10    0.0000e+00   -8.0531e-03 +/-  0.00e+00  <none>
     TTT_bin_2_mt_DM11    0.0000e+00   -7.4452e-03 +/-  0.00e+00  <none>
      TTT_bin_3_mt_DM0    0.0000e+00    1.1904e-02 +/-  0.00e+00  <none>
      TTT_bin_3_mt_DM1    0.0000e+00   -1.1215e-02 +/-  0.00e+00  <none>
     TTT_bin_3_mt_DM10    0.0000e+00   -1.1892e-03 +/-  0.00e+00  <none>
     TTT_bin_3_mt_DM11    0.0000e+00   -1.9499e-02 +/-  0.00e+00  <none>
      TTT_bin_4_mt_DM0    0.0000e+00   -3.3000e-04 +/-  0.00e+00  <none>
      TTT_bin_4_mt_DM1    0.0000e+00    5.4040e-03 +/-  0.00e+00  <none>
     TTT_bin_4_mt_DM10    0.0000e+00    7.2452e-04 +/-  0.00e+00  <none>
     TTT_bin_4_mt_DM11    0.0000e+00   -8.1214e-03 +/-  0.00e+00  <none>
      TTT_bin_5_mt_DM0    0.0000e+00   -1.3918e-02 +/-  0.00e+00  <none>
      TTT_bin_5_mt_DM1    0.0000e+00    2.1162e-03 +/-  0.00e+00  <none>
     TTT_bin_5_mt_DM10    0.0000e+00   -9.4088e-03 +/-  0.00e+00  <none>
     TTT_bin_5_mt_DM11    0.0000e+00   -1.2795e-02 +/-  0.00e+00  <none>
      TTT_bin_6_mt_DM0    0.0000e+00    5.2617e-03 +/-  0.00e+00  <none>
      TTT_bin_6_mt_DM1    0.0000e+00   -9.7488e-03 +/-  0.00e+00  <none>
     TTT_bin_6_mt_DM10    0.0000e+00    1.4006e-02 +/-  0.00e+00  <none>
     TTT_bin_6_mt_DM11    0.0000e+00    1.3095e-02 +/-  0.00e+00  <none>
      TTT_bin_7_mt_DM0    0.0000e+00    2.7681e-03 +/-  0.00e+00  <none>
      TTT_bin_7_mt_DM1    0.0000e+00   -2.2998e-03 +/-  0.00e+00  <none>
     TTT_bin_7_mt_DM10    0.0000e+00    5.6868e-03 +/-  0.00e+00  <none>
     TTT_bin_7_mt_DM11    0.0000e+00    1.8914e-02 +/-  0.00e+00  <none>
      TTT_bin_8_mt_DM0    0.0000e+00   -8.9302e-03 +/-  0.00e+00  <none>
      TTT_bin_8_mt_DM1    0.0000e+00    1.5397e-03 +/-  0.00e+00  <none>
     TTT_bin_8_mt_DM10    0.0000e+00   -2.2350e-03 +/-  0.00e+00  <none>
     TTT_bin_8_mt_DM11    0.0000e+00    3.3679e-02 +/-  0.00e+00  <none>
       VV_bin_1_mt_DM0    0.0000e+00   -2.2157e-03 +/-  0.00e+00  <none>
       VV_bin_1_mt_DM1    0.0000e+00   -5.6829e-03 +/-  0.00e+00  <none>
      VV_bin_1_mt_DM10    0.0000e+00    3.0285e-03 +/-  0.00e+00  <none>
      VV_bin_1_mt_DM11    0.0000e+00   -1.0545e-02 +/-  0.00e+00  <none>
       VV_bin_2_mt_DM0    0.0000e+00    2.2274e-03 +/-  0.00e+00  <none>
       VV_bin_2_mt_DM1    0.0000e+00    2.1831e-02 +/-  0.00e+00  <none>
      VV_bin_2_mt_DM10    0.0000e+00   -9.0358e-03 +/-  0.00e+00  <none>
      VV_bin_2_mt_DM11    0.0000e+00   -8.7876e-03 +/-  0.00e+00  <none>
       VV_bin_3_mt_DM0    0.0000e+00    1.5048e-02 +/-  0.00e+00  <none>
       VV_bin_3_mt_DM1    0.0000e+00   -1.3930e-02 +/-  0.00e+00  <none>
      VV_bin_3_mt_DM10    0.0000e+00   -1.4406e-03 +/-  0.00e+00  <none>
      VV_bin_3_mt_DM11    0.0000e+00   -2.1997e-02 +/-  0.00e+00  <none>
       VV_bin_4_mt_DM0    0.0000e+00   -4.2091e-04 +/-  0.00e+00  <none>
       VV_bin_4_mt_DM1    0.0000e+00    5.7266e-03 +/-  0.00e+00  <none>
      VV_bin_4_mt_DM10    0.0000e+00    8.4626e-04 +/-  0.00e+00  <none>
      VV_bin_4_mt_DM11    0.0000e+00   -9.0707e-03 +/-  0.00e+00  <none>
       VV_bin_5_mt_DM0    0.0000e+00   -1.7264e-02 +/-  0.00e+00  <none>
       VV_bin_5_mt_DM1    0.0000e+00    1.8835e-03 +/-  0.00e+00  <none>
      VV_bin_5_mt_DM10    0.0000e+00   -9.7626e-03 +/-  0.00e+00  <none>
      VV_bin_5_mt_DM11    0.0000e+00   -1.5902e-02 +/-  0.00e+00  <none>
       VV_bin_6_mt_DM0    0.0000e+00    5.8520e-03 +/-  0.00e+00  <none>
       VV_bin_6_mt_DM1    0.0000e+00   -1.0575e-02 +/-  0.00e+00  <none>
      VV_bin_6_mt_DM10    0.0000e+00    1.4504e-02 +/-  0.00e+00  <none>
      VV_bin_6_mt_DM11    0.0000e+00    1.4775e-02 +/-  0.00e+00  <none>
       VV_bin_7_mt_DM0    0.0000e+00    2.9546e-03 +/-  0.00e+00  <none>
       VV_bin_7_mt_DM1    0.0000e+00   -2.7332e-03 +/-  0.00e+00  <none>
      VV_bin_7_mt_DM10    0.0000e+00    6.4921e-03 +/-  0.00e+00  <none>
      VV_bin_7_mt_DM11    0.0000e+00    2.0042e-02 +/-  0.00e+00  <none>
       VV_bin_8_mt_DM0    0.0000e+00   -1.0280e-02 +/-  0.00e+00  <none>
       VV_bin_8_mt_DM1    0.0000e+00    1.2434e-03 +/-  0.00e+00  <none>
      VV_bin_8_mt_DM10    0.0000e+00   -1.8013e-03 +/-  0.00e+00  <none>
      VV_bin_8_mt_DM11    0.0000e+00    3.6096e-02 +/-  0.00e+00  <none>
        W_bin_1_mt_DM0    0.0000e+00   -8.3855e-02 +/-  0.00e+00  <none>
        W_bin_1_mt_DM1    0.0000e+00   -2.0004e-01 +/-  0.00e+00  <none>
       W_bin_1_mt_DM10    0.0000e+00    1.0830e-01 +/-  0.00e+00  <none>
       W_bin_1_mt_DM11    0.0000e+00   -3.9492e-01 +/-  0.00e+00  <none>
        W_bin_2_mt_DM0    0.0000e+00    1.0170e-01 +/-  0.00e+00  <none>
        W_bin_2_mt_DM1    0.0000e+00    7.1151e-01 +/-  0.00e+00  <none>
       W_bin_2_mt_DM10    0.0000e+00   -3.2238e-01 +/-  0.00e+00  <none>
       W_bin_2_mt_DM11    0.0000e+00   -2.9622e-01 +/-  0.00e+00  <none>
        W_bin_3_mt_DM0    0.0000e+00    6.6405e-01 +/-  0.00e+00  <none>
        W_bin_3_mt_DM1    0.0000e+00   -4.3272e-01 +/-  0.00e+00  <none>
       W_bin_3_mt_DM10    0.0000e+00   -4.2176e-02 +/-  0.00e+00  <none>
       W_bin_3_mt_DM11    0.0000e+00   -6.0536e-01 +/-  0.00e+00  <none>
        W_bin_4_mt_DM0    0.0000e+00   -7.2850e-03 +/-  0.00e+00  <none>
        W_bin_4_mt_DM1    0.0000e+00    1.8387e-01 +/-  0.00e+00  <none>
       W_bin_4_mt_DM10    0.0000e+00    2.7762e-02 +/-  0.00e+00  <none>
       W_bin_4_mt_DM11    0.0000e+00   -2.2161e-01 +/-  0.00e+00  <none>
        W_bin_5_mt_DM0    0.0000e+00   -6.4777e-01 +/-  0.00e+00  <none>
        W_bin_5_mt_DM1    0.0000e+00    5.9623e-02 +/-  0.00e+00  <none>
       W_bin_5_mt_DM10    0.0000e+00   -3.5262e-01 +/-  0.00e+00  <none>
       W_bin_5_mt_DM11    0.0000e+00   -4.0164e-01 +/-  0.00e+00  <none>
        W_bin_6_mt_DM0    0.0000e+00    2.1434e-01 +/-  0.00e+00  <none>
        W_bin_6_mt_DM1    0.0000e+00   -3.1209e-01 +/-  0.00e+00  <none>
       W_bin_6_mt_DM10    0.0000e+00    4.6815e-01 +/-  0.00e+00  <none>
       W_bin_6_mt_DM11    0.0000e+00    4.2348e-01 +/-  0.00e+00  <none>
        W_bin_7_mt_DM0    0.0000e+00    1.0408e-01 +/-  0.00e+00  <none>
        W_bin_7_mt_DM1    0.0000e+00   -7.1737e-02 +/-  0.00e+00  <none>
       W_bin_7_mt_DM10    0.0000e+00    1.9989e-01 +/-  0.00e+00  <none>
       W_bin_7_mt_DM11    0.0000e+00    5.8824e-01 +/-  0.00e+00  <none>
        W_bin_8_mt_DM0    0.0000e+00   -4.2130e-01 +/-  0.00e+00  <none>
        W_bin_8_mt_DM1    0.0000e+00    3.9084e-02 +/-  0.00e+00  <none>
       W_bin_8_mt_DM10    0.0000e+00   -5.2583e-02 +/-  0.00e+00  <none>
       W_bin_8_mt_DM11    0.0000e+00    1.1745e+00 +/-  0.00e+00  <none>
       ZJ_bin_1_mt_DM0    0.0000e+00   -3.0415e-02 +/-  0.00e+00  <none>
       ZJ_bin_1_mt_DM1    0.0000e+00   -5.6957e-02 +/-  0.00e+00  <none>
      ZJ_bin_1_mt_DM10    0.0000e+00    4.2040e-02 +/-  0.00e+00  <none>
      ZJ_bin_1_mt_DM11    0.0000e+00   -9.0440e-02 +/-  0.00e+00  <none>
       ZJ_bin_2_mt_DM0    0.0000e+00    2.5019e-02 +/-  0.00e+00  <none>
       ZJ_bin_2_mt_DM1    0.0000e+00    2.4836e-01 +/-  0.00e+00  <none>
      ZJ_bin_2_mt_DM10    0.0000e+00   -1.0259e-01 +/-  0.00e+00  <none>
      ZJ_bin_2_mt_DM11    0.0000e+00   -6.1232e-02 +/-  0.00e+00  <none>
       ZJ_bin_3_mt_DM0    0.0000e+00    1.2311e-01 +/-  0.00e+00  <none>
       ZJ_bin_3_mt_DM1    0.0000e+00   -1.2569e-01 +/-  0.00e+00  <none>
      ZJ_bin_3_mt_DM10    0.0000e+00   -9.5978e-03 +/-  0.00e+00  <none>
      ZJ_bin_3_mt_DM11    0.0000e+00   -2.2860e-01 +/-  0.00e+00  <none>
       ZJ_bin_4_mt_DM0    0.0000e+00   -3.4128e-03 +/-  0.00e+00  <none>
       ZJ_bin_4_mt_DM1    0.0000e+00    4.5756e-02 +/-  0.00e+00  <none>
      ZJ_bin_4_mt_DM10    0.0000e+00    1.1350e-02 +/-  0.00e+00  <none>
      ZJ_bin_4_mt_DM11    0.0000e+00   -1.2022e-01 +/-  0.00e+00  <none>
       ZJ_bin_5_mt_DM0    0.0000e+00   -1.3976e-01 +/-  0.00e+00  <none>
       ZJ_bin_5_mt_DM1    0.0000e+00    1.6614e-02 +/-  0.00e+00  <none>
      ZJ_bin_5_mt_DM10    0.0000e+00   -1.0121e-01 +/-  0.00e+00  <none>
      ZJ_bin_5_mt_DM11    0.0000e+00   -1.2858e-01 +/-  0.00e+00  <none>
       ZJ_bin_6_mt_DM0    0.0000e+00    6.2629e-02 +/-  0.00e+00  <none>
       ZJ_bin_6_mt_DM1    0.0000e+00   -5.6920e-02 +/-  0.00e+00  <none>
      ZJ_bin_6_mt_DM10    0.0000e+00    1.5549e-01 +/-  0.00e+00  <none>
      ZJ_bin_6_mt_DM11    0.0000e+00    2.8483e-02 +/-  0.00e+00  <none>
       ZJ_bin_7_mt_DM0    0.0000e+00    8.8121e-03 +/-  0.00e+00  <none>
       ZJ_bin_7_mt_DM1    0.0000e+00   -1.4836e-02 +/-  0.00e+00  <none>
      ZJ_bin_7_mt_DM10    0.0000e+00    3.4559e-02 +/-  0.00e+00  <none>
      ZJ_bin_7_mt_DM11    0.0000e+00    4.7447e-02 +/-  0.00e+00  <none>
       ZJ_bin_8_mt_DM0    0.0000e+00   -5.0638e-02 +/-  0.00e+00  <none>
       ZJ_bin_8_mt_DM1    0.0000e+00    6.8260e-03 +/-  0.00e+00  <none>
      ZJ_bin_8_mt_DM10    0.0000e+00   -3.0772e-03 +/-  0.00e+00  <none>
      ZJ_bin_8_mt_DM11    0.0000e+00    7.6928e-02 +/-  0.00e+00  <none>
       ZL_bin_1_mt_DM0    0.0000e+00   -1.7413e-02 +/-  0.00e+00  <none>
       ZL_bin_1_mt_DM1    0.0000e+00   -2.0771e-02 +/-  0.00e+00  <none>
      ZL_bin_1_mt_DM10    0.0000e+00    8.0272e-04 +/-  0.00e+00  <none>
       ZL_bin_2_mt_DM0    0.0000e+00    1.8584e-02 +/-  0.00e+00  <none>
       ZL_bin_2_mt_DM1    0.0000e+00    9.8402e-02 +/-  0.00e+00  <none>
      ZL_bin_2_mt_DM10    0.0000e+00   -1.8161e-03 +/-  0.00e+00  <none>
       ZL_bin_3_mt_DM0    0.0000e+00    1.3741e-01 +/-  0.00e+00  <none>
       ZL_bin_3_mt_DM1    0.0000e+00   -3.7813e-02 +/-  0.00e+00  <none>
      ZL_bin_3_mt_DM10    0.0000e+00   -6.8748e-04 +/-  0.00e+00  <none>
      ZL_bin_3_mt_DM11    0.0000e+00   -1.6245e-02 +/-  0.00e+00  <none>
       ZL_bin_4_mt_DM0    0.0000e+00   -1.9212e-03 +/-  0.00e+00  <none>
       ZL_bin_4_mt_DM1    0.0000e+00    2.8030e-02 +/-  0.00e+00  <none>
      ZL_bin_4_mt_DM10    0.0000e+00    1.4153e-03 +/-  0.00e+00  <none>
      ZL_bin_4_mt_DM11    0.0000e+00   -4.0270e-03 +/-  0.00e+00  <none>
       ZL_bin_5_mt_DM0    0.0000e+00   -2.4368e-01 +/-  0.00e+00  <none>
       ZL_bin_5_mt_DM1    0.0000e+00    1.3791e-02 +/-  0.00e+00  <none>
      ZL_bin_5_mt_DM10    0.0000e+00   -3.4925e-02 +/-  0.00e+00  <none>
       ZL_bin_6_mt_DM0    0.0000e+00    2.0334e-01 +/-  0.00e+00  <none>
       ZL_bin_6_mt_DM1    0.0000e+00   -1.3511e-01 +/-  0.00e+00  <none>
      ZL_bin_6_mt_DM10    0.0000e+00    3.4957e-02 +/-  0.00e+00  <none>
      ZL_bin_6_mt_DM11    0.0000e+00    7.4117e-03 +/-  0.00e+00  <none>
       ZL_bin_7_mt_DM0    0.0000e+00    8.3333e-02 +/-  0.00e+00  <none>
       ZL_bin_7_mt_DM1    0.0000e+00   -2.9446e-02 +/-  0.00e+00  <none>
      ZL_bin_7_mt_DM10    0.0000e+00    1.2695e-03 +/-  0.00e+00  <none>
      ZL_bin_7_mt_DM11    0.0000e+00    3.3430e-02 +/-  0.00e+00  <none>
       ZL_bin_8_mt_DM0    0.0000e+00   -9.6203e-02 +/-  0.00e+00  <none>
       ZL_bin_8_mt_DM1    0.0000e+00    1.1751e-02 +/-  0.00e+00  <none>
      ZL_bin_8_mt_DM10    0.0000e+00   -4.5363e-04 +/-  0.00e+00  <none>
      ZL_bin_8_mt_DM11    0.0000e+00    1.5302e-02 +/-  0.00e+00  <none>
      ZTT_bin_1_mt_DM0    0.0000e+00   -7.2910e-02 +/-  0.00e+00  <none>
      ZTT_bin_1_mt_DM1    0.0000e+00   -1.9702e-01 +/-  0.00e+00  <none>
     ZTT_bin_1_mt_DM10    0.0000e+00    9.2672e-02 +/-  0.00e+00  <none>
     ZTT_bin_1_mt_DM11    0.0000e+00   -2.8239e-01 +/-  0.00e+00  <none>
      ZTT_bin_2_mt_DM0    0.0000e+00    8.5952e-02 +/-  0.00e+00  <none>
      ZTT_bin_2_mt_DM1    0.0000e+00    8.2150e-01 +/-  0.00e+00  <none>
     ZTT_bin_2_mt_DM10    0.0000e+00   -3.4947e-01 +/-  0.00e+00  <none>
     ZTT_bin_2_mt_DM11    0.0000e+00   -3.1777e-01 +/-  0.00e+00  <none>
      ZTT_bin_3_mt_DM0    0.0000e+00    5.4982e-01 +/-  0.00e+00  <none>
      ZTT_bin_3_mt_DM1    0.0000e+00   -5.1677e-01 +/-  0.00e+00  <none>
     ZTT_bin_3_mt_DM10    0.0000e+00   -5.6833e-02 +/-  0.00e+00  <none>
     ZTT_bin_3_mt_DM11    0.0000e+00   -9.2861e-01 +/-  0.00e+00  <none>
      ZTT_bin_4_mt_DM0    0.0000e+00   -5.2219e-03 +/-  0.00e+00  <none>
      ZTT_bin_4_mt_DM1    0.0000e+00    1.8272e-01 +/-  0.00e+00  <none>
     ZTT_bin_4_mt_DM10    0.0000e+00    2.2807e-02 +/-  0.00e+00  <none>
     ZTT_bin_4_mt_DM11    0.0000e+00   -3.5671e-01 +/-  0.00e+00  <none>
      ZTT_bin_5_mt_DM0    0.0000e+00   -2.9393e-01 +/-  0.00e+00  <none>
      ZTT_bin_5_mt_DM1    0.0000e+00    4.2245e-02 +/-  0.00e+00  <none>
     ZTT_bin_5_mt_DM10    0.0000e+00   -2.5609e-01 +/-  0.00e+00  <none>
     ZTT_bin_5_mt_DM11    0.0000e+00   -4.0378e-01 +/-  0.00e+00  <none>
      ZTT_bin_6_mt_DM0    0.0000e+00    5.8443e-02 +/-  0.00e+00  <none>
      ZTT_bin_6_mt_DM1    0.0000e+00   -1.3767e-01 +/-  0.00e+00  <none>
     ZTT_bin_6_mt_DM10    0.0000e+00    2.0023e-01 +/-  0.00e+00  <none>
     ZTT_bin_6_mt_DM11    0.0000e+00    2.4931e-01 +/-  0.00e+00  <none>
      ZTT_bin_7_mt_DM0    0.0000e+00    2.4265e-02 +/-  0.00e+00  <none>
      ZTT_bin_7_mt_DM1    0.0000e+00   -2.1755e-02 +/-  0.00e+00  <none>
     ZTT_bin_7_mt_DM10    0.0000e+00    5.4009e-02 +/-  0.00e+00  <none>
     ZTT_bin_7_mt_DM11    0.0000e+00    2.1010e-01 +/-  0.00e+00  <none>
      ZTT_bin_8_mt_DM0    0.0000e+00   -7.6083e-02 +/-  0.00e+00  <none>
      ZTT_bin_8_mt_DM1    0.0000e+00    9.1968e-03 +/-  0.00e+00  <none>
     ZTT_bin_8_mt_DM10    0.0000e+00   -1.2145e-02 +/-  0.00e+00  <none>
     ZTT_bin_8_mt_DM11    0.0000e+00    2.3658e-01 +/-  0.00e+00  <none>
                 eff_m    0.0000e+00   -5.9296e-01 +/-  0.00e+00  <none>
                  lumi    0.0000e+00   -6.8334e-01 +/-  0.00e+00  <none>
              norm_qcd    0.0000e+00   -1.8918e-01 +/-  0.00e+00  <none>
               norm_wj    0.0000e+00    4.9949e-01 +/-  0.00e+00  <none>
     rate_jTauFake_DM0    0.0000e+00    8.0956e-01 +/-  0.00e+00  <none>
     rate_jTauFake_DM1    0.0000e+00    1.7396e-01 +/-  0.00e+00  <none>
    rate_jTauFake_DM10    0.0000e+00   -8.8134e-02 +/-  0.00e+00  <none>
    rate_jTauFake_DM11    0.0000e+00   -3.9276e-01 +/-  0.00e+00  <none>
              shape_dy    0.0000e+00   -9.8348e-02 +/-  0.00e+00  <none>
    shape_jTauFake_DM0    0.0000e+00   -1.0333e-01 +/-  0.00e+00  <none>
    shape_jTauFake_DM1    0.0000e+00   -2.2785e-01 +/-  0.00e+00  <none>
   shape_jTauFake_DM10    0.0000e+00    7.7878e-01 +/-  0.00e+00  <none>
   shape_jTauFake_DM11    0.0000e+00    3.4702e-01 +/-  0.00e+00  <none>
      shape_mTauFakeSF    0.0000e+00    8.0746e-01 +/-  0.00e+00  <none>
    shape_mTauFake_DM0    0.0000e+00   -1.9916e-01 +/-  0.00e+00  <none>
    shape_mTauFake_DM1    0.0000e+00    5.9158e-01 +/-  0.00e+00  <none>
   shape_mTauFake_DM10    0.0000e+00    4.4802e-02 +/-  0.00e+00  <none>
   shape_mTauFake_DM11    0.0000e+00    3.6136e-03 +/-  0.00e+00  <none>
             shape_tid    0.0000e+00   -1.2590e+00 +/-  0.00e+00  <none>
               tes_DM0    1.0000e+00    9.8600e-01 +/-  0.00e+00  <none>
               tes_DM1    1.0000e+00    1.0040e+00 +/-  0.00e+00  <none>
              tes_DM10    1.0000e+00    9.8866e-01 +/-  0.00e+00  <none>
              tes_DM11    1.0000e+00    9.9832e-01 +/-  0.00e+00  <none>
               xsec_dy    0.0000e+00   -6.7891e-01 +/-  0.00e+00  <none>
               xsec_st    0.0000e+00   -6.9875e-05 +/-  0.00e+00  <none>
               xsec_tt    0.0000e+00   -1.0305e-02 +/-  0.00e+00  <none>
               xsec_vv    0.0000e+00   -1.3359e-03 +/-  0.00e+00  <none>

